Year,ZIP_CODE,Strata_Name,Count,Annotation_Code,Annotation_Desc
2020,93720,Total Population,437.0,,
2016,93720,Total Population,342.0,,
2017,93720,Total Population,375.0,,
2015,93720,Total Population,368.0,,
2012,93720,Total Population,395.0,,
2021,93720,Total Population,430.0,,
2018,93720,Total Population,396.0,,
2022,93720,Total Population,403.0,,
2013,93720,Total Population,337.0,,
2014,93720,Total Population,345.0,,
2011,93720,Total Population,312.0,,
2021,93721,Total Population,94.0,,
2012,93721,Total Population,86.0,,
2022,93721,Total Population,88.0,,
2014,93721,Total Population,79.0,,
2017,93721,Total Population,87.0,,
2018,93721,Total Population,88.0,,
2020,93721,Total Population,101.0,,
2016,93721,Total Population,78.0,,
2015,93721,Total Population,77.0,,
2019,93721,Total Population,85.0,,
2013,93721,Total Population,76.0,,
2011,93721,Total Population,58.0,,
2021,93722,Total Population,698.0,,
2011,93722,Total Population,371.0,,
2013,93722,Total Population,389.0,,
2012,93722,Total Population,384.0,,
2016,93722,Total Population,441.0,,
2019,93722,Total Population,526.0,,
2022,93722,Total Population,636.0,,
2017,93722,Total Population,485.0,,
2018,93722,Total Population,492.0,,
2015,93722,Total Population,433.0,,
2020,93722,Total Population,609.0,,
2014,93722,Total Population,372.0,,
2017,93723,Total Population,56.0,,
2022,93723,Total Population,102.0,,
2019,93723,Total Population,74.0,,
2012,93723,Total Population,49.0,,
2011,93723,Total Population,41.0,,
2014,93723,Total Population,74.0,,
2018,93723,Total Population,61.0,,
2020,93723,Total Population,100.0,,
2016,93723,Total Population,67.0,,
2013,93723,Total Population,58.0,,
2021,93723,Total Population,91.0,,
2015,93723,Total Population,66.0,,
2017,93724,Total Population,,1.0,Cell suppressed for small numbers
2014,93724,Total Population,0.0,,
2018,93724,Total Population,,1.0,Cell suppressed for small numbers
2013,93724,Total Population,0.0,,
2020,93724,Total Population,,1.0,Cell suppressed for small numbers
2016,93724,Total Population,,1.0,Cell suppressed for small numbers
2022,93724,Total Population,0.0,,
2011,93724,Total Population,0.0,,
2015,93724,Total Population,,1.0,Cell suppressed for small numbers
2012,93724,Total Population,0.0,,
2021,93724,Total Population,0.0,,
2019,93724,Total Population,,1.0,Cell suppressed for small numbers
2016,93725,Total Population,148.0,,
2019,93725,Total Population,194.0,,
2012,93725,Total Population,169.0,,
2022,93725,Total Population,177.0,,
2021,93725,Total Population,251.0,,
2018,93725,Total Population,192.0,,
2015,93725,Total Population,174.0,,
2013,93725,Total Population,162.0,,
2011,93725,Total Population,179.0,,
2020,93725,Total Population,233.0,,
2017,93725,Total Population,161.0,,
2014,93725,Total Population,161.0,,
2019,93726,Total Population,311.0,,
2022,93726,Total Population,425.0,,
2020,93726,Total Population,360.0,,
2013,93726,Total Population,351.0,,
2015,93726,Total Population,363.0,,
2018,93726,Total Population,337.0,,
2012,93726,Total Population,318.0,,
2017,93726,Total Population,394.0,,
2011,93726,Total Population,314.0,,
2014,93726,Total Population,310.0,,
2016,93726,Total Population,376.0,,
2021,93726,Total Population,420.0,,
2014,93727,Total Population,492.0,,
2016,93727,Total Population,535.0,,
2017,93727,Total Population,506.0,,
2020,93727,Total Population,652.0,,
2013,93727,Total Population,467.0,,
2022,93727,Total Population,670.0,,
2021,93727,Total Population,718.0,,
2019,93727,Total Population,510.0,,
2018,93727,Total Population,475.0,,
2012,93727,Total Population,445.0,,
2011,93727,Total Population,490.0,,
2015,93727,Total Population,515.0,,
2015,93728,Total Population,146.0,,
2019,93728,Total Population,156.0,,
2013,93728,Total Population,136.0,,
2018,93728,Total Population,146.0,,
2017,93728,Total Population,121.0,,
2014,93728,Total Population,127.0,,
2022,93728,Total Population,187.0,,
2012,93728,Total Population,155.0,,
2011,93728,Total Population,122.0,,
2016,93728,Total Population,140.0,,
2021,93728,Total Population,189.0,,
2020,93728,Total Population,177.0,,
2021,93729,Total Population,0.0,,
2014,93729,Total Population,0.0,,
2018,93729,Total Population,,1.0,Cell suppressed for small numbers
2015,93729,Total Population,,1.0,Cell suppressed for small numbers
2013,93729,Total Population,0.0,,
2012,93729,Total Population,,1.0,Cell suppressed for small numbers
2019,93729,Total Population,0.0,,
2011,93729,Total Population,,1.0,Cell suppressed for small numbers
2022,93729,Total Population,0.0,,
2020,93729,Total Population,0.0,,
2017,93729,Total Population,,1.0,Cell suppressed for small numbers
2016,93729,Total Population,0.0,,
2022,93730,Total Population,97.0,,
2015,93730,Total Population,79.0,,
2018,93730,Total Population,74.0,,
2014,93730,Total Population,66.0,,
2017,93730,Total Population,76.0,,
2021,93730,Total Population,90.0,,
2012,93730,Total Population,56.0,,
2019,93730,Total Population,74.0,,
2020,93730,Total Population,100.0,,
2013,93730,Total Population,63.0,,
2011,93730,Total Population,59.0,,
2016,93730,Total Population,72.0,,
2011,93737,Total Population,16.0,,
2014,93737,Total Population,20.0,,
2013,93737,Total Population,29.0,,
2018,93737,Total Population,16.0,,
2022,93737,Total Population,39.0,,
2019,93737,Total Population,37.0,,
2015,93737,Total Population,25.0,,
2017,93737,Total Population,21.0,,
2020,93737,Total Population,36.0,,
2021,93737,Total Population,39.0,,
2012,93737,Total Population,16.0,,
2016,93737,Total Population,14.0,,
2015,93740,Total Population,0.0,,
2014,93740,Total Population,0.0,,
2020,93740,Total Population,0.0,,
2013,93740,Total Population,0.0,,
2021,93740,Total Population,,1.0,Cell suppressed for small numbers
2012,93740,Total Population,0.0,,
2016,93740,Total Population,0.0,,
2019,93740,Total Population,,1.0,Cell suppressed for small numbers
2022,93740,Total Population,0.0,,
2018,93740,Total Population,,1.0,Cell suppressed for small numbers
2017,93740,Total Population,,1.0,Cell suppressed for small numbers
2011,93740,Total Population,0.0,,
2015,93741,Total Population,0.0,,
2019,93741,Total Population,0.0,,
2012,93741,Total Population,0.0,,
2020,93741,Total Population,0.0,,
2022,93741,Total Population,0.0,,
2016,93741,Total Population,0.0,,
2013,93741,Total Population,0.0,,
2011,93741,Total Population,0.0,,
2021,93741,Total Population,0.0,,
2014,93741,Total Population,0.0,,
2017,93741,Total Population,0.0,,
2018,93741,Total Population,0.0,,
2021,93744,Total Population,0.0,,
2012,93744,Total Population,0.0,,
2020,93744,Total Population,0.0,,
2013,93744,Total Population,0.0,,
2017,93744,Total Population,0.0,,
2015,93744,Total Population,0.0,,
2016,93744,Total Population,0.0,,
2022,93744,Total Population,0.0,,
2011,93744,Total Population,0.0,,
2014,93744,Total Population,,1.0,Cell suppressed for small numbers
2018,93744,Total Population,,1.0,Cell suppressed for small numbers
2019,93744,Total Population,0.0,,
2019,93745,Total Population,0.0,,
2015,93745,Total Population,0.0,,
2022,93745,Total Population,,1.0,Cell suppressed for small numbers
2016,93745,Total Population,0.0,,
2011,93745,Total Population,0.0,,
2020,93745,Total Population,0.0,,
2021,93745,Total Population,0.0,,
2012,93745,Total Population,0.0,,
2014,93745,Total Population,0.0,,
2018,93745,Total Population,0.0,,
2017,93745,Total Population,0.0,,
2013,93745,Total Population,,1.0,Cell suppressed for small numbers
2019,93747,Total Population,0.0,,
2018,93747,Total Population,,1.0,Cell suppressed for small numbers
2022,93747,Total Population,0.0,,
2013,93747,Total Population,0.0,,
2011,93747,Total Population,0.0,,
2014,93747,Total Population,,1.0,Cell suppressed for small numbers
2020,93747,Total Population,0.0,,
2016,93747,Total Population,,1.0,Cell suppressed for small numbers
2017,93747,Total Population,0.0,,
2012,93747,Total Population,0.0,,
2021,93747,Total Population,0.0,,
2015,93747,Total Population,0.0,,
2018,93750,Total Population,,1.0,Cell suppressed for small numbers
2016,93750,Total Population,0.0,,
2022,93750,Total Population,0.0,,
2014,93750,Total Population,0.0,,
2021,93750,Total Population,0.0,,
2013,93750,Total Population,,1.0,Cell suppressed for small numbers
2020,93750,Total Population,0.0,,
2011,93750,Total Population,0.0,,
2017,93750,Total Population,,1.0,Cell suppressed for small numbers
2012,93750,Total Population,,1.0,Cell suppressed for small numbers
2015,93750,Total Population,0.0,,
2019,93750,Total Population,0.0,,
2019,93755,Total Population,0.0,,
2011,93755,Total Population,0.0,,
2018,93755,Total Population,0.0,,
2012,93755,Total Population,0.0,,
2022,93755,Total Population,0.0,,
2016,93755,Total Population,0.0,,
2015,93755,Total Population,0.0,,
2014,93755,Total Population,0.0,,
2020,93755,Total Population,0.0,,
2021,93755,Total Population,0.0,,
2017,93755,Total Population,,1.0,Cell suppressed for small numbers
2013,93755,Total Population,0.0,,
2013,93760,Total Population,0.0,,
2022,93760,Total Population,0.0,,
2020,93760,Total Population,,1.0,Cell suppressed for small numbers
2019,93760,Total Population,0.0,,
2016,93760,Total Population,0.0,,
2015,93760,Total Population,0.0,,
2012,93760,Total Population,0.0,,
2017,93760,Total Population,0.0,,
2021,93760,Total Population,0.0,,
2014,93760,Total Population,0.0,,
2018,93760,Total Population,0.0,,
2011,93760,Total Population,,1.0,Cell suppressed for small numbers
2016,93761,Total Population,0.0,,
2015,93761,Total Population,0.0,,
2020,93761,Total Population,0.0,,
2019,93761,Total Population,0.0,,
2018,93761,Total Population,0.0,,
2022,93761,Total Population,0.0,,
2013,93761,Total Population,0.0,,
2012,93761,Total Population,0.0,,
2021,93761,Total Population,0.0,,
2014,93761,Total Population,0.0,,
2017,93761,Total Population,0.0,,
2011,93761,Total Population,0.0,,
2015,93764,Total Population,0.0,,
2014,93764,Total Population,0.0,,
2018,93764,Total Population,0.0,,
2013,93764,Total Population,0.0,,
2017,93764,Total Population,0.0,,
2012,93764,Total Population,0.0,,
2011,93764,Total Population,0.0,,
2016,93764,Total Population,0.0,,
2022,93764,Total Population,0.0,,
2020,93764,Total Population,0.0,,
2019,93764,Total Population,0.0,,
2021,93764,Total Population,0.0,,
2014,93765,Total Population,0.0,,
2021,93765,Total Population,0.0,,
2018,93765,Total Population,0.0,,
2022,93765,Total Population,0.0,,
2017,93765,Total Population,0.0,,
2019,93765,Total Population,,1.0,Cell suppressed for small numbers
2012,93765,Total Population,0.0,,
2013,93765,Total Population,0.0,,
2015,93765,Total Population,0.0,,
2011,93765,Total Population,0.0,,
2020,93765,Total Population,0.0,,
2016,93765,Total Population,0.0,,
2011,93771,Total Population,0.0,,
2022,93771,Total Population,0.0,,
2013,93771,Total Population,0.0,,
2021,93771,Total Population,0.0,,
2020,93771,Total Population,0.0,,
2014,93771,Total Population,0.0,,
2016,93771,Total Population,0.0,,
2017,93771,Total Population,0.0,,
2015,93771,Total Population,0.0,,
2012,93771,Total Population,0.0,,
2019,93771,Total Population,0.0,,
2018,93771,Total Population,0.0,,
2014,93772,Total Population,0.0,,
2011,93772,Total Population,0.0,,
2021,93772,Total Population,0.0,,
2019,93772,Total Population,,1.0,Cell suppressed for small numbers
2022,93772,Total Population,0.0,,
2012,93772,Total Population,0.0,,
2017,93772,Total Population,0.0,,
2018,93772,Total Population,,1.0,Cell suppressed for small numbers
2016,93772,Total Population,0.0,,
2013,93772,Total Population,0.0,,
2015,93772,Total Population,0.0,,
2020,93772,Total Population,0.0,,
2018,93773,Total Population,0.0,,
2016,93773,Total Population,0.0,,
2014,93773,Total Population,0.0,,
2011,93773,Total Population,0.0,,
2012,93773,Total Population,0.0,,
2022,93773,Total Population,0.0,,
2020,93773,Total Population,0.0,,
2017,93773,Total Population,,1.0,Cell suppressed for small numbers
2019,93773,Total Population,0.0,,
2015,93773,Total Population,0.0,,
2021,93773,Total Population,0.0,,
2013,93773,Total Population,0.0,,
2012,93774,Total Population,0.0,,
2015,93774,Total Population,0.0,,
2020,93774,Total Population,0.0,,
2016,93774,Total Population,0.0,,
2011,93774,Total Population,0.0,,
2022,93774,Total Population,0.0,,
2019,93774,Total Population,0.0,,
2021,93774,Total Population,0.0,,
2013,93774,Total Population,0.0,,
2018,93774,Total Population,0.0,,
2014,93774,Total Population,0.0,,
2017,93774,Total Population,0.0,,
2018,93775,Total Population,0.0,,
2019,93775,Total Population,0.0,,
2022,93775,Total Population,0.0,,
2012,93775,Total Population,,1.0,Cell suppressed for small numbers
2011,93775,Total Population,,1.0,Cell suppressed for small numbers
2016,93775,Total Population,0.0,,
2015,93775,Total Population,0.0,,
2021,93775,Total Population,0.0,,
2013,93775,Total Population,,1.0,Cell suppressed for small numbers
2017,93775,Total Population,0.0,,
2020,93775,Total Population,0.0,,
2014,93775,Total Population,0.0,,
2016,93776,Total Population,,1.0,Cell suppressed for small numbers
2011,93776,Total Population,0.0,,
2017,93776,Total Population,0.0,,
2015,93776,Total Population,0.0,,
2022,93776,Total Population,0.0,,
2019,93776,Total Population,0.0,,
2018,93776,Total Population,0.0,,
2012,93776,Total Population,0.0,,
2021,93776,Total Population,0.0,,
2013,93776,Total Population,0.0,,
2020,93776,Total Population,0.0,,
2014,93776,Total Population,0.0,,
2022,93777,Total Population,0.0,,
2013,93777,Total Population,0.0,,
2011,93777,Total Population,0.0,,
2021,93777,Total Population,0.0,,
2015,93777,Total Population,0.0,,
2020,93777,Total Population,0.0,,
2017,93777,Total Population,0.0,,
2019,93777,Total Population,,1.0,Cell suppressed for small numbers
2014,93777,Total Population,0.0,,
2016,93777,Total Population,0.0,,
2018,93777,Total Population,0.0,,
2012,93777,Total Population,0.0,,
2021,93778,Total Population,0.0,,
2013,93778,Total Population,0.0,,
2020,93778,Total Population,0.0,,
2019,93778,Total Population,0.0,,
2022,93778,Total Population,0.0,,
2015,93778,Total Population,0.0,,
2014,93778,Total Population,0.0,,
2016,93778,Total Population,0.0,,
2017,93778,Total Population,0.0,,
2012,93778,Total Population,0.0,,
2011,93778,Total Population,,1.0,Cell suppressed for small numbers
2018,93778,Total Population,,1.0,Cell suppressed for small numbers
2016,93779,Total Population,0.0,,
2011,93779,Total Population,0.0,,
2017,93779,Total Population,0.0,,
2012,93779,Total Population,0.0,,
2014,93779,Total Population,0.0,,
2013,93779,Total Population,0.0,,
2020,93779,Total Population,0.0,,
2015,93779,Total Population,0.0,,
2022,93779,Total Population,0.0,,
2021,93779,Total Population,0.0,,
2019,93779,Total Population,0.0,,
2018,93779,Total Population,0.0,,
2013,93780,Total Population,0.0,,
2012,93780,Total Population,0.0,,
2011,93780,Total Population,0.0,,
2020,93780,Total Population,0.0,,
2019,93780,Total Population,0.0,,
2022,93780,Total Population,0.0,,
2018,93780,Total Population,0.0,,
2017,93780,Total Population,0.0,,
2021,93780,Total Population,0.0,,
