Year,ZIP_CODE,Strata_Name,Count,Annotation_Code,Annotation_Desc
2011,93627,Total Population,,1.0,Cell suppressed for small numbers
2020,93627,Total Population,,1.0,Cell suppressed for small numbers
2022,93627,Total Population,,1.0,Cell suppressed for small numbers
2021,93627,Total Population,,1.0,Cell suppressed for small numbers
2018,93627,Total Population,,1.0,Cell suppressed for small numbers
2017,93627,Total Population,0.0,,
2013,93627,Total Population,0.0,,
2016,93627,Total Population,,1.0,Cell suppressed for small numbers
2015,93627,Total Population,,1.0,Cell suppressed for small numbers
2012,93627,Total Population,,1.0,Cell suppressed for small numbers
2014,93627,Total Population,0.0,,
2019,93627,Total Population,0.0,,
2021,93628,Total Population,0.0,,
2011,93628,Total Population,0.0,,
2019,93628,Total Population,,1.0,Cell suppressed for small numbers
2018,93628,Total Population,0.0,,
2012,93628,Total Population,,1.0,Cell suppressed for small numbers
2020,93628,Total Population,,1.0,Cell suppressed for small numbers
2017,93628,Total Population,0.0,,
2016,93628,Total Population,0.0,,
2014,93628,Total Population,,1.0,Cell suppressed for small numbers
2013,93628,Total Population,,1.0,Cell suppressed for small numbers
2022,93628,Total Population,,1.0,Cell suppressed for small numbers
2015,93628,Total Population,0.0,,
2014,93630,Total Population,116.0,,
2013,93630,Total Population,113.0,,
2012,93630,Total Population,119.0,,
2022,93630,Total Population,117.0,,
2021,93630,Total Population,176.0,,
2018,93630,Total Population,136.0,,
2017,93630,Total Population,103.0,,
2011,93630,Total Population,93.0,,
2015,93630,Total Population,104.0,,
2019,93630,Total Population,106.0,,
2020,93630,Total Population,137.0,,
2016,93630,Total Population,128.0,,
2011,93631,Total Population,107.0,,
2012,93631,Total Population,129.0,,
2013,93631,Total Population,124.0,,
2020,93631,Total Population,162.0,,
2014,93631,Total Population,121.0,,
2016,93631,Total Population,142.0,,
2018,93631,Total Population,121.0,,
2022,93631,Total Population,138.0,,
2015,93631,Total Population,97.0,,
2021,93631,Total Population,195.0,,
2019,93631,Total Population,125.0,,
2017,93631,Total Population,144.0,,
2013,93633,Total Population,,1.0,Cell suppressed for small numbers
2021,93633,Total Population,,1.0,Cell suppressed for small numbers
2017,93633,Total Population,,1.0,Cell suppressed for small numbers
2014,93633,Total Population,,1.0,Cell suppressed for small numbers
2022,93633,Total Population,0.0,,
2020,93633,Total Population,,1.0,Cell suppressed for small numbers
2011,93633,Total Population,0.0,,
2019,93633,Total Population,,1.0,Cell suppressed for small numbers
2018,93633,Total Population,0.0,,
2016,93633,Total Population,0.0,,
2015,93633,Total Population,0.0,,
2012,93633,Total Population,0.0,,
2014,93634,Total Population,,1.0,Cell suppressed for small numbers
2018,93634,Total Population,0.0,,
2016,93634,Total Population,,1.0,Cell suppressed for small numbers
2015,93634,Total Population,,1.0,Cell suppressed for small numbers
2022,93634,Total Population,0.0,,
2012,93634,Total Population,0.0,,
2011,93634,Total Population,,1.0,Cell suppressed for small numbers
2020,93634,Total Population,,1.0,Cell suppressed for small numbers
2017,93634,Total Population,,1.0,Cell suppressed for small numbers
2013,93634,Total Population,,1.0,Cell suppressed for small numbers
2019,93634,Total Population,,1.0,Cell suppressed for small numbers
2021,93634,Total Population,,1.0,Cell suppressed for small numbers
2021,93635,Total Population,357.0,,
2022,93635,Total Population,345.0,,
2017,93635,Total Population,272.0,,
2016,93635,Total Population,284.0,,
2013,93635,Total Population,244.0,,
2019,93635,Total Population,242.0,,
2012,93635,Total Population,234.0,,
2015,93635,Total Population,246.0,,
2020,93635,Total Population,309.0,,
2014,93635,Total Population,214.0,,
2018,93635,Total Population,258.0,,
2011,93635,Total Population,219.0,,
2012,93636,Total Population,68.0,,
2014,93636,Total Population,68.0,,
2011,93636,Total Population,79.0,,
2020,93636,Total Population,115.0,,
2017,93636,Total Population,98.0,,
2021,93636,Total Population,128.0,,
2016,93636,Total Population,94.0,,
2013,93636,Total Population,66.0,,
2015,93636,Total Population,84.0,,
2019,93636,Total Population,108.0,,
2018,93636,Total Population,99.0,,
2022,93636,Total Population,151.0,,
2011,93637,Total Population,255.0,,
2017,93637,Total Population,249.0,,
2018,93637,Total Population,245.0,,
2019,93637,Total Population,258.0,,
2014,93637,Total Population,229.0,,
2012,93637,Total Population,218.0,,
2013,93637,Total Population,258.0,,
2020,93637,Total Population,318.0,,
2021,93637,Total Population,375.0,,
2022,93637,Total Population,310.0,,
2016,93637,Total Population,277.0,,
2015,93637,Total Population,282.0,,
2020,93638,Total Population,353.0,,
2019,93638,Total Population,270.0,,
2011,93638,Total Population,250.0,,
2016,93638,Total Population,267.0,,
2014,93638,Total Population,235.0,,
2013,93638,Total Population,289.0,,
2017,93638,Total Population,269.0,,
2021,93638,Total Population,393.0,,
2012,93638,Total Population,255.0,,
2022,93638,Total Population,376.0,,
2018,93638,Total Population,222.0,,
2015,93638,Total Population,264.0,,
2017,93639,Total Population,0.0,,
2016,93639,Total Population,0.0,,
2019,93639,Total Population,,1.0,Cell suppressed for small numbers
2015,93639,Total Population,0.0,,
2011,93639,Total Population,,1.0,Cell suppressed for small numbers
2013,93639,Total Population,0.0,,
2022,93639,Total Population,,1.0,Cell suppressed for small numbers
2018,93639,Total Population,0.0,,
2012,93639,Total Population,,1.0,Cell suppressed for small numbers
2021,93639,Total Population,0.0,,
2014,93639,Total Population,0.0,,
2020,93639,Total Population,0.0,,
2012,93640,Total Population,33.0,,
2013,93640,Total Population,42.0,,
2019,93640,Total Population,51.0,,
2016,93640,Total Population,57.0,,
2018,93640,Total Population,50.0,,
2021,93640,Total Population,79.0,,
2017,93640,Total Population,54.0,,
2020,93640,Total Population,74.0,,
2022,93640,Total Population,58.0,,
2015,93640,Total Population,45.0,,
2011,93640,Total Population,46.0,,
2014,93640,Total Population,41.0,,
2012,93641,Total Population,,1.0,Cell suppressed for small numbers
2020,93641,Total Population,,1.0,Cell suppressed for small numbers
2018,93641,Total Population,,1.0,Cell suppressed for small numbers
2015,93641,Total Population,,1.0,Cell suppressed for small numbers
2021,93641,Total Population,,1.0,Cell suppressed for small numbers
2013,93641,Total Population,,1.0,Cell suppressed for small numbers
2022,93641,Total Population,,1.0,Cell suppressed for small numbers
2014,93641,Total Population,,1.0,Cell suppressed for small numbers
2017,93641,Total Population,,1.0,Cell suppressed for small numbers
2011,93641,Total Population,,1.0,Cell suppressed for small numbers
2019,93641,Total Population,,1.0,Cell suppressed for small numbers
2016,93641,Total Population,,1.0,Cell suppressed for small numbers
2012,93642,Total Population,0.0,,
2020,93642,Total Population,0.0,,
2017,93642,Total Population,0.0,,
2018,93642,Total Population,0.0,,
2019,93642,Total Population,0.0,,
2013,93642,Total Population,0.0,,
2015,93642,Total Population,0.0,,
2014,93642,Total Population,,1.0,Cell suppressed for small numbers
2021,93642,Total Population,0.0,,
2011,93642,Total Population,0.0,,
2022,93642,Total Population,0.0,,
2016,93642,Total Population,0.0,,
2011,93643,Total Population,28.0,,
2012,93643,Total Population,37.0,,
2014,93643,Total Population,39.0,,
2017,93643,Total Population,37.0,,
2019,93643,Total Population,41.0,,
2022,93643,Total Population,32.0,,
2021,93643,Total Population,49.0,,
2020,93643,Total Population,47.0,,
2013,93643,Total Population,31.0,,
2018,93643,Total Population,39.0,,
2015,93643,Total Population,41.0,,
2016,93643,Total Population,33.0,,
2011,93644,Total Population,119.0,,
2012,93644,Total Population,106.0,,
2019,93644,Total Population,116.0,,
2016,93644,Total Population,113.0,,
2018,93644,Total Population,103.0,,
2015,93644,Total Population,132.0,,
2021,93644,Total Population,116.0,,
2022,93644,Total Population,158.0,,
2017,93644,Total Population,119.0,,
2013,93644,Total Population,116.0,,
2014,93644,Total Population,117.0,,
2020,93644,Total Population,119.0,,
2014,93645,Total Population,,1.0,Cell suppressed for small numbers
2011,93645,Total Population,,1.0,Cell suppressed for small numbers
2013,93645,Total Population,,1.0,Cell suppressed for small numbers
2012,93645,Total Population,,1.0,Cell suppressed for small numbers
2017,93645,Total Population,11.0,,
2019,93645,Total Population,,1.0,Cell suppressed for small numbers
2022,93645,Total Population,,1.0,Cell suppressed for small numbers
2021,93645,Total Population,,1.0,Cell suppressed for small numbers
2018,93645,Total Population,,1.0,Cell suppressed for small numbers
2016,93645,Total Population,,1.0,Cell suppressed for small numbers
2020,93645,Total Population,,1.0,Cell suppressed for small numbers
2015,93645,Total Population,,1.0,Cell suppressed for small numbers
2020,93646,Total Population,54.0,,
2011,93646,Total Population,35.0,,
2016,93646,Total Population,36.0,,
2019,93646,Total Population,42.0,,
2012,93646,Total Population,29.0,,
2015,93646,Total Population,28.0,,
2018,93646,Total Population,42.0,,
2014,93646,Total Population,42.0,,
2021,93646,Total Population,66.0,,
2022,93646,Total Population,51.0,,
2017,93646,Total Population,49.0,,
2013,93646,Total Population,37.0,,
2014,93647,Total Population,58.0,,
2018,93647,Total Population,59.0,,
2020,93647,Total Population,73.0,,
2012,93647,Total Population,43.0,,
2021,93647,Total Population,97.0,,
2015,93647,Total Population,47.0,,
2022,93647,Total Population,64.0,,
2016,93647,Total Population,37.0,,
2013,93647,Total Population,58.0,,
2019,93647,Total Population,41.0,,
2017,93647,Total Population,57.0,,
2011,93647,Total Population,47.0,,
2013,93648,Total Population,74.0,,
2018,93648,Total Population,74.0,,
2016,93648,Total Population,59.0,,
2015,93648,Total Population,79.0,,
2012,93648,Total Population,72.0,,
2019,93648,Total Population,85.0,,
2011,93648,Total Population,67.0,,
2020,93648,Total Population,88.0,,
2014,93648,Total Population,67.0,,
2017,93648,Total Population,48.0,,
2022,93648,Total Population,90.0,,
2021,93648,Total Population,126.0,,
2012,93649,Total Population,,1.0,Cell suppressed for small numbers
2011,93649,Total Population,,1.0,Cell suppressed for small numbers
2017,93649,Total Population,0.0,,
2018,93649,Total Population,,1.0,Cell suppressed for small numbers
2016,93649,Total Population,0.0,,
2014,93649,Total Population,0.0,,
2020,93649,Total Population,0.0,,
2015,93649,Total Population,0.0,,
2021,93649,Total Population,0.0,,
2019,93649,Total Population,,1.0,Cell suppressed for small numbers
2022,93649,Total Population,0.0,,
2013,93649,Total Population,,1.0,Cell suppressed for small numbers
2018,93650,Total Population,44.0,,
2013,93650,Total Population,31.0,,
2014,93650,Total Population,38.0,,
2011,93650,Total Population,35.0,,
2020,93650,Total Population,40.0,,
2015,93650,Total Population,44.0,,
2012,93650,Total Population,44.0,,
2019,93650,Total Population,42.0,,
2021,93650,Total Population,56.0,,
2017,93650,Total Population,38.0,,
2016,93650,Total Population,37.0,,
2022,93650,Total Population,57.0,,
2021,93651,Total Population,24.0,,
2017,93651,Total Population,11.0,,
2020,93651,Total Population,16.0,,
2016,93651,Total Population,,1.0,Cell suppressed for small numbers
2012,93651,Total Population,13.0,,
2018,93651,Total Population,20.0,,
2019,93651,Total Population,16.0,,
2015,93651,Total Population,13.0,,
2022,93651,Total Population,,1.0,Cell suppressed for small numbers
2013,93651,Total Population,14.0,,
2011,93651,Total Population,,1.0,Cell suppressed for small numbers
2014,93651,Total Population,13.0,,
2018,93652,Total Population,,1.0,Cell suppressed for small numbers
2022,93652,Total Population,,1.0,Cell suppressed for small numbers
2012,93652,Total Population,,1.0,Cell suppressed for small numbers
2014,93652,Total Population,,1.0,Cell suppressed for small numbers
2019,93652,Total Population,,1.0,Cell suppressed for small numbers
2013,93652,Total Population,,1.0,Cell suppressed for small numbers
2021,93652,Total Population,,1.0,Cell suppressed for small numbers
2017,93652,Total Population,,1.0,Cell suppressed for small numbers
2015,93652,Total Population,,1.0,Cell suppressed for small numbers
2020,93652,Total Population,,1.0,Cell suppressed for small numbers
2011,93652,Total Population,,1.0,Cell suppressed for small numbers
2016,93652,Total Population,,1.0,Cell suppressed for small numbers
2018,93653,Total Population,17.0,,
2022,93653,Total Population,14.0,,
2012,93653,Total Population,,1.0,Cell suppressed for small numbers
2014,93653,Total Population,14.0,,
2016,93653,Total Population,12.0,,
2017,93653,Total Population,12.0,,
2021,93653,Total Population,18.0,,
2011,93653,Total Population,,1.0,Cell suppressed for small numbers
2015,93653,Total Population,13.0,,
2020,93653,Total Population,18.0,,
2013,93653,Total Population,13.0,,
2019,93653,Total Population,11.0,,
2019,93654,Total Population,233.0,,
2021,93654,Total Population,304.0,,
2018,93654,Total Population,236.0,,
2015,93654,Total Population,221.0,,
2016,93654,Total Population,211.0,,
2017,93654,Total Population,240.0,,
2013,93654,Total Population,214.0,,
2022,93654,Total Population,293.0,,
2020,93654,Total Population,277.0,,
2012,93654,Total Population,173.0,,
2014,93654,Total Population,210.0,,
2011,93654,Total Population,199.0,,
2018,93656,Total Population,38.0,,
2020,93656,Total Population,53.0,,
2016,93656,Total Population,36.0,,
2017,93656,Total Population,34.0,,
2013,93656,Total Population,30.0,,
2021,93656,Total Population,47.0,,
2015,93656,Total Population,29.0,,
2019,93656,Total Population,40.0,,
2011,93656,Total Population,24.0,,
2012,93656,Total Population,44.0,,
2022,93656,Total Population,37.0,,
2014,93656,Total Population,36.0,,
2021,93657,Total Population,396.0,,
2020,93657,Total Population,319.0,,
2015,93657,Total Population,282.0,,
2017,93657,Total Population,287.0,,
2022,93657,Total Population,312.0,,
2013,93657,Total Population,235.0,,
2014,93657,Total Population,257.0,,
2018,93657,Total Population,276.0,,
2016,93657,Total Population,247.0,,
2012,93657,Total Population,229.0,,
2019,93657,Total Population,245.0,,
2011,93657,Total Population,259.0,,
2018,93660,Total Population,14.0,,
2015,93660,Total Population,19.0,,
2016,93660,Total Population,18.0,,
2019,93660,Total Population,14.0,,
2020,93660,Total Population,20.0,,
2014,93660,Total Population,15.0,,
2021,93660,Total Population,25.0,,
2011,93660,Total Population,17.0,,
2012,93660,Total Population,,1.0,Cell suppressed for small numbers
2013,93660,Total Population,18.0,,
2022,93660,Total Population,17.0,,
2017,93660,Total Population,,1.0,Cell suppressed for small numbers
2013,93661,Total Population,,1.0,Cell suppressed for small numbers
2017,93661,Total Population,0.0,,
2011,93661,Total Population,,1.0,Cell suppressed for small numbers
2021,93661,Total Population,0.0,,
2022,93661,Total Population,0.0,,
2014,93661,Total Population,,1.0,Cell suppressed for small numbers
2020,93661,Total Population,0.0,,
2015,93661,Total Population,,1.0,Cell suppressed for small numbers
2019,93661,Total Population,0.0,,
2016,93661,Total Population,0.0,,
2012,93661,Total Population,,1.0,Cell suppressed for small numbers
2018,93661,Total Population,,1.0,Cell suppressed for small numbers
2019,93662,Total Population,207.0,,
2018,93662,Total Population,251.0,,
2020,93662,Total Population,287.0,,
2012,93662,Total Population,204.0,,
2017,93662,Total Population,236.0,,
2022,93662,Total Population,251.0,,
2021,93662,Total Population,258.0,,
2013,93662,Total Population,233.0,,
2014,93662,Total Population,206.0,,
2016,93662,Total Population,223.0,,
2011,93662,Total Population,189.0,,
2015,93662,Total Population,208.0,,
2012,93664,Total Population,,1.0,Cell suppressed for small numbers
2019,93664,Total Population,,1.0,Cell suppressed for small numbers
2021,93664,Total Population,13.0,,
2015,93664,Total Population,,1.0,Cell suppressed for small numbers
2011,93664,Total Population,,1.0,Cell suppressed for small numbers
2018,93664,Total Population,,1.0,Cell suppressed for small numbers
2014,93664,Total Population,,1.0,Cell suppressed for small numbers
2017,93664,Total Population,,1.0,Cell suppressed for small numbers
2022,93664,Total Population,,1.0,Cell suppressed for small numbers
2016,93664,Total Population,11.0,,
2013,93664,Total Population,,1.0,Cell suppressed for small numbers
2020,93664,Total Population,,1.0,Cell suppressed for small numbers
2011,93665,Total Population,,1.0,Cell suppressed for small numbers
2015,93665,Total Population,,1.0,Cell suppressed for small numbers
2022,93665,Total Population,,1.0,Cell suppressed for small numbers
2019,93665,Total Population,,1.0,Cell suppressed for small numbers
2013,93665,Total Population,,1.0,Cell suppressed for small numbers
2021,93665,Total Population,,1.0,Cell suppressed for small numbers
2016,93665,Total Population,,1.0,Cell suppressed for small numbers
2017,93665,Total Population,,1.0,Cell suppressed for small numbers
2014,93665,Total Population,,1.0,Cell suppressed for small numbers
2018,93665,Total Population,,1.0,Cell suppressed for small numbers
2020,93665,Total Population,,1.0,Cell suppressed for small numbers
2012,93665,Total Population,,1.0,Cell suppressed for small numbers
2012,93666,Total Population,,1.0,Cell suppressed for small numbers
2014,93666,Total Population,,1.0,Cell suppressed for small numbers
2018,93666,Total Population,,1.0,Cell suppressed for small numbers
2021,93666,Total Population,,1.0,Cell suppressed for small numbers
2022,93666,Total Population,,1.0,Cell suppressed for small numbers
2020,93666,Total Population,,1.0,Cell suppressed for small numbers
2017,93666,Total Population,,1.0,Cell suppressed for small numbers
2015,93666,Total Population,,1.0,Cell suppressed for small numbers
2016,93666,Total Population,,1.0,Cell suppressed for small numbers
2019,93666,Total Population,,1.0,Cell suppressed for small numbers
2011,93666,Total Population,,1.0,Cell suppressed for small numbers
2013,93666,Total Population,,1.0,Cell suppressed for small numbers
2012,93667,Total Population,23.0,,
2020,93667,Total Population,30.0,,
2016,93667,Total Population,27.0,,
2015,93667,Total Population,27.0,,
2011,93667,Total Population,15.0,,
2014,93667,Total Population,15.0,,
2019,93667,Total Population,21.0,,
2022,93667,Total Population,24.0,,
2013,93667,Total Population,27.0,,
2018,93667,Total Population,26.0,,
2021,93667,Total Population,20.0,,
2017,93667,Total Population,23.0,,
2015,93668,Total Population,,1.0,Cell suppressed for small numbers
2011,93668,Total Population,,1.0,Cell suppressed for small numbers
2014,93668,Total Population,,1.0,Cell suppressed for small numbers
2012,93668,Total Population,,1.0,Cell suppressed for small numbers
2022,93668,Total Population,,1.0,Cell suppressed for small numbers
2017,93668,Total Population,,1.0,Cell suppressed for small numbers
2018,93668,Total Population,,1.0,Cell suppressed for small numbers
2019,93668,Total Population,,1.0,Cell suppressed for small numbers
2013,93668,Total Population,,1.0,Cell suppressed for small numbers
2016,93668,Total Population,,1.0,Cell suppressed for small numbers
2020,93668,Total Population,,1.0,Cell suppressed for small numbers
2021,93668,Total Population,,1.0,Cell suppressed for small numbers
2022,93669,Total Population,,1.0,Cell suppressed for small numbers
2013,93669,Total Population,,1.0,Cell suppressed for small numbers
2012,93669,Total Population,,1.0,Cell suppressed for small numbers
2011,93669,Total Population,,1.0,Cell suppressed for small numbers
2015,93669,Total Population,,1.0,Cell suppressed for small numbers
2020,93669,Total Population,,1.0,Cell suppressed for small numbers
2017,93669,Total Population,,1.0,Cell suppressed for small numbers
2019,93669,Total Population,,1.0,Cell suppressed for small numbers
2018,93669,Total Population,,1.0,Cell suppressed for small numbers
2016,93669,Total Population,,1.0,Cell suppressed for small numbers
2021,93669,Total Population,,1.0,Cell suppressed for small numbers
2014,93669,Total Population,,1.0,Cell suppressed for small numbers
2016,93670,Total Population,0.0,,
2018,93670,Total Population,,1.0,Cell suppressed for small numbers
2013,93670,Total Population,0.0,,
2011,93670,Total Population,,1.0,Cell suppressed for small numbers
2020,93670,Total Population,0.0,,
2019,93670,Total Population,,1.0,Cell suppressed for small numbers
2012,93670,Total Population,,1.0,Cell suppressed for small numbers
2015,93670,Total Population,,1.0,Cell suppressed for small numbers
2014,93670,Total Population,,1.0,Cell suppressed for small numbers
2017,93670,Total Population,0.0,,
2022,93670,Total Population,0.0,,
2021,93670,Total Population,,1.0,Cell suppressed for small numbers
2020,93673,Total Population,,1.0,Cell suppressed for small numbers
2015,93673,Total Population,,1.0,Cell suppressed for small numbers
2011,93673,Total Population,,1.0,Cell suppressed for small numbers
2012,93673,Total Population,,1.0,Cell suppressed for small numbers
2019,93673,Total Population,,1.0,Cell suppressed for small numbers
2022,93673,Total Population,,1.0,Cell suppressed for small numbers
2018,93673,Total Population,,1.0,Cell suppressed for small numbers
2014,93673,Total Population,,1.0,Cell suppressed for small numbers
2013,93673,Total Population,,1.0,Cell suppressed for small numbers
2017,93673,Total Population,,1.0,Cell suppressed for small numbers
2021,93673,Total Population,,1.0,Cell suppressed for small numbers
2016,93673,Total Population,,1.0,Cell suppressed for small numbers
2018,93675,Total Population,35.0,,
2015,93675,Total Population,34.0,,
2021,93675,Total Population,57.0,,
2022,93675,Total Population,42.0,,
2014,93675,Total Population,44.0,,
2013,93675,Total Population,45.0,,
2017,93675,Total Population,33.0,,
2011,93675,Total Population,39.0,,
2019,93675,Total Population,41.0,,
2020,93675,Total Population,40.0,,
2016,93675,Total Population,41.0,,
2012,93675,Total Population,39.0,,
2022,93701,Total Population,75.0,,
2015,93701,Total Population,71.0,,
2019,93701,Total Population,70.0,,
2012,93701,Total Population,49.0,,
2016,93701,Total Population,57.0,,
2018,93701,Total Population,95.0,,
2020,93701,Total Population,114.0,,
2013,93701,Total Population,70.0,,
2014,93701,Total Population,62.0,,
2021,93701,Total Population,109.0,,
2017,93701,Total Population,78.0,,
2011,93701,Total Population,58.0,,
2015,93702,Total Population,276.0,,
2022,93702,Total Population,409.0,,
2019,93702,Total Population,306.0,,
2017,93702,Total Population,278.0,,
2016,93702,Total Population,226.0,,
2012,93702,Total Population,239.0,,
2011,93702,Total Population,227.0,,
2021,93702,Total Population,396.0,,
2013,93702,Total Population,304.0,,
2014,93702,Total Population,270.0,,
2020,93702,Total Population,392.0,,
2018,93702,Total Population,316.0,,
2014,93703,Total Population,233.0,,
2020,93703,Total Population,297.0,,
2015,93703,Total Population,230.0,,
2022,93703,Total Population,292.0,,
2021,93703,Total Population,338.0,,
2019,93703,Total Population,223.0,,
2012,93703,Total Population,236.0,,
2013,93703,Total Population,264.0,,
2017,93703,Total Population,303.0,,
2011,93703,Total Population,241.0,,
2018,93703,Total Population,260.0,,
2016,93703,Total Population,239.0,,
2012,93704,Total Population,238.0,,
2011,93704,Total Population,236.0,,
2022,93704,Total Population,279.0,,
2021,93704,Total Population,296.0,,
2016,93704,Total Population,260.0,,
2018,93704,Total Population,243.0,,
2013,93704,Total Population,250.0,,
2014,93704,Total Population,246.0,,
2020,93704,Total Population,305.0,,
2019,93704,Total Population,274.0,,
2017,93704,Total Population,241.0,,
2015,93704,Total Population,222.0,,
2014,93705,Total Population,289.0,,
2022,93705,Total Population,338.0,,
2013,93705,Total Population,288.0,,
2017,93705,Total Population,304.0,,
2011,93705,Total Population,273.0,,
2021,93705,Total Population,375.0,,
2018,93705,Total Population,277.0,,
2020,93705,Total Population,352.0,,
2015,93705,Total Population,265.0,,
2016,93705,Total Population,275.0,,
2012,93705,Total Population,296.0,,
2019,93705,Total Population,270.0,,
2016,93706,Total Population,338.0,,
2018,93706,Total Population,360.0,,
2020,93706,Total Population,459.0,,
2013,93706,Total Population,286.0,,
2017,93706,Total Population,329.0,,
2015,93706,Total Population,310.0,,
2014,93706,Total Population,278.0,,
2022,93706,Total Population,412.0,,
2021,93706,Total Population,473.0,,
2012,93706,Total Population,284.0,,
2019,93706,Total Population,385.0,,
2011,93706,Total Population,349.0,,
2013,93707,Total Population,,1.0,Cell suppressed for small numbers
2020,93707,Total Population,0.0,,
2022,93707,Total Population,,1.0,Cell suppressed for small numbers
2011,93707,Total Population,0.0,,
2017,93707,Total Population,,1.0,Cell suppressed for small numbers
2016,93707,Total Population,0.0,,
2018,93707,Total Population,,1.0,Cell suppressed for small numbers
2012,93707,Total Population,,1.0,Cell suppressed for small numbers
2019,93707,Total Population,0.0,,
2014,93707,Total Population,0.0,,
2015,93707,Total Population,,1.0,Cell suppressed for small numbers
2021,93707,Total Population,0.0,,
2022,93708,Total Population,0.0,,
2015,93708,Total Population,,1.0,Cell suppressed for small numbers
2012,93708,Total Population,0.0,,
2019,93708,Total Population,,1.0,Cell suppressed for small numbers
2017,93708,Total Population,0.0,,
2021,93708,Total Population,0.0,,
2020,93708,Total Population,,1.0,Cell suppressed for small numbers
2016,93708,Total Population,0.0,,
2018,93708,Total Population,,1.0,Cell suppressed for small numbers
2013,93708,Total Population,0.0,,
2011,93708,Total Population,,1.0,Cell suppressed for small numbers
2014,93708,Total Population,0.0,,
2019,93709,Total Population,0.0,,
2013,93709,Total Population,0.0,,
2016,93709,Total Population,,1.0,Cell suppressed for small numbers
2022,93709,Total Population,0.0,,
2020,93709,Total Population,,1.0,Cell suppressed for small numbers
2015,93709,Total Population,,1.0,Cell suppressed for small numbers
2017,93709,Total Population,0.0,,
2012,93709,Total Population,,1.0,Cell suppressed for small numbers
2014,93709,Total Population,,1.0,Cell suppressed for small numbers
2011,93709,Total Population,,1.0,Cell suppressed for small numbers
2021,93709,Total Population,0.0,,
2018,93709,Total Population,,1.0,Cell suppressed for small numbers
2014,93710,Total Population,249.0,,
2015,93710,Total Population,245.0,,
2021,93710,Total Population,335.0,,
2012,93710,Total Population,234.0,,
2022,93710,Total Population,343.0,,
2011,93710,Total Population,243.0,,
2020,93710,Total Population,365.0,,
2018,93710,Total Population,257.0,,
2017,93710,Total Population,255.0,,
2016,93710,Total Population,274.0,,
2013,93710,Total Population,275.0,,
2019,93710,Total Population,289.0,,
2011,93711,Total Population,304.0,,
2017,93711,Total Population,353.0,,
2012,93711,Total Population,315.0,,
2020,93711,Total Population,430.0,,
2015,93711,Total Population,322.0,,
2019,93711,Total Population,360.0,,
2022,93711,Total Population,475.0,,
2018,93711,Total Population,342.0,,
2016,93711,Total Population,354.0,,
2013,93711,Total Population,348.0,,
2021,93711,Total Population,446.0,,
2014,93711,Total Population,330.0,,
2022,93712,Total Population,0.0,,
2015,93712,Total Population,0.0,,
2020,93712,Total Population,,1.0,Cell suppressed for small numbers
2021,93712,Total Population,,1.0,Cell suppressed for small numbers
2019,93712,Total Population,0.0,,
2018,93712,Total Population,,1.0,Cell suppressed for small numbers
2011,93712,Total Population,0.0,,
2016,93712,Total Population,,1.0,Cell suppressed for small numbers
2014,93712,Total Population,,1.0,Cell suppressed for small numbers
2013,93712,Total Population,0.0,,
2012,93712,Total Population,0.0,,
2017,93712,Total Population,0.0,,
2019,93714,Total Population,0.0,,
2012,93714,Total Population,0.0,,
2020,93714,Total Population,0.0,,
2017,93714,Total Population,0.0,,
2022,93714,Total Population,0.0,,
2011,93714,Total Population,0.0,,
2021,93714,Total Population,,1.0,Cell suppressed for small numbers
2013,93714,Total Population,,1.0,Cell suppressed for small numbers
2016,93714,Total Population,0.0,,
2014,93714,Total Population,0.0,,
2015,93714,Total Population,0.0,,
2018,93714,Total Population,,1.0,Cell suppressed for small numbers
2016,93715,Total Population,0.0,,
2014,93715,Total Population,0.0,,
2021,93715,Total Population,0.0,,
2015,93715,Total Population,0.0,,
2013,93715,Total Population,0.0,,
2020,93715,Total Population,0.0,,
2017,93715,Total Population,0.0,,
2011,93715,Total Population,0.0,,
2019,93715,Total Population,0.0,,
2022,93715,Total Population,0.0,,
2018,93715,Total Population,0.0,,
2012,93715,Total Population,0.0,,
2017,93716,Total Population,0.0,,
2019,93716,Total Population,0.0,,
2015,93716,Total Population,0.0,,
2022,93716,Total Population,0.0,,
2021,93716,Total Population,0.0,,
2013,93716,Total Population,0.0,,
2016,93716,Total Population,0.0,,
2011,93716,Total Population,0.0,,
2014,93716,Total Population,,1.0,Cell suppressed for small numbers
2020,93716,Total Population,0.0,,
2012,93716,Total Population,0.0,,
2018,93716,Total Population,0.0,,
2021,93717,Total Population,0.0,,
2015,93717,Total Population,0.0,,
2016,93717,Total Population,0.0,,
2014,93717,Total Population,0.0,,
2020,93717,Total Population,0.0,,
2019,93717,Total Population,0.0,,
2012,93717,Total Population,0.0,,
2013,93717,Total Population,0.0,,
2022,93717,Total Population,0.0,,
2011,93717,Total Population,0.0,,
2018,93717,Total Population,0.0,,
2017,93717,Total Population,0.0,,
2014,93718,Total Population,0.0,,
2021,93718,Total Population,0.0,,
2011,93718,Total Population,0.0,,
2015,93718,Total Population,0.0,,
2019,93718,Total Population,0.0,,
2022,93718,Total Population,0.0,,
2017,93718,Total Population,0.0,,
2012,93718,Total Population,0.0,,
2018,93718,Total Population,,1.0,Cell suppressed for small numbers
2020,93718,Total Population,0.0,,
2016,93718,Total Population,0.0,,
2013,93718,Total Population,0.0,,
2019,93720,Total Population,377.0,,
